"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日"
"4 分光・物性評価・組成/化学分析","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-00804-0","Optical control of the valley Zeeman effect through many-exciton interactions","","","2021/06/30"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-020-0725-2","Fine fibres with multifunctionality","","","2025/02/04"
"14 その他（複合材料・特殊構造体等）","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-020-0725-2","Fine fibres with multifunctionality","","","2025/02/04"
"14 マイクロ・ナノ流体・組織・細胞操作手法","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-020-0725-2","Fine fibres with multifunctionality","","","2025/02/04"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-00786-z","Publisher Correction: Stand-off trapping and manipulation of sub-10 nm objects and biomolecules using opto-thermo-electrohydrodynamic tweezers","","","2024/07/02"
"4 金属・合金・ナノ粒子・触媒材料","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-020-00786-z","Publisher Correction: Stand-off trapping and manipulation of sub-10 nm objects and biomolecules using opto-thermo-electrohydrodynamic tweezers","","","2024/07/02"
"14 マイクロ・ナノ流体・組織・細胞操作手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-00786-z","Publisher Correction: Stand-off trapping and manipulation of sub-10 nm objects and biomolecules using opto-thermo-electrohydrodynamic tweezers","","","2024/07/02"
"2 デバイス・機能材料の設計・開発・動作・応用","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-022-01298-8","Highly tunable ultrafast control of a spin qubit","","","2025/12/13"
"8 メモリ・電子デバイス・半導体素子","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-022-01298-8","Highly tunable ultrafast control of a spin qubit","","","2025/12/13"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01298-8","Highly tunable ultrafast control of a spin qubit","","","2025/12/13"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01472-6","‘Rotating’ contact for bias-free photodetection with 2D materials","","","2023/12/12"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01472-6","‘Rotating’ contact for bias-free photodetection with 2D materials","","","2023/12/12"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01472-6","‘Rotating’ contact for bias-free photodetection with 2D materials","","","2023/12/12"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01571-4","Electrochemical CO2 reduction passes the acid test","","","2023/03/15"
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-023-01571-4","Electrochemical CO2 reduction passes the acid test","","","2023/03/15"
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01571-4","Electrochemical CO2 reduction passes the acid test","","","2023/03/15"
"2 デバイス・機能材料の設計・開発・動作・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-021-00985-2","Author Correction: Magnetic skyrmion bundles and their current-driven dynamics","","","2022/03/12"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-021-00985-2","Author Correction: Magnetic skyrmion bundles and their current-driven dynamics","","","2022/03/12"
"3 構造評価・表面分析・顕微鏡観察","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-021-00985-2","Author Correction: Magnetic skyrmion bundles and their current-driven dynamics","","","2022/03/12"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-01025-9","Substance in nanomaterials regulation","","","2020/06/02"
"4 金属・合金・ナノ粒子・触媒材料","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-021-01025-9","Substance in nanomaterials regulation","","","2020/06/02"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-021-01025-9","Substance in nanomaterials regulation","","","2020/06/02"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-01056-2","Nanoplastic versus natural organic matter","","","2025/07/24"
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-01056-2","Nanoplastic versus natural organic matter","","","2025/07/24"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01056-2","Nanoplastic versus natural organic matter","","","2025/07/24"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-01054-4","Strolling on a cell membrane","","","2023/08/27"
"4 金属・合金・ナノ粒子・触媒材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-021-01054-4","Strolling on a cell membrane","","","2023/08/27"
"3 構造評価・表面分析・顕微鏡観察","9 ナノ粒子/ナノ構造・表面/界面・自己組織化","https://doi.org/10.1038/s41565-021-01054-4","Strolling on a cell membrane","","","2023/08/27"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00918-z","Questions on nanoplastic","","","2024/01/02"
"5 ポリマー・高分子・有機材料・有機半導体","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-021-00918-z","Questions on nanoplastic","","","2024/01/02"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-021-00918-z","Questions on nanoplastic","","","2024/01/02"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","3 カーボンナノ材料（CNT、カーボンドット等）","https://doi.org/10.1038/s41565-022-01109-0","Publisher Correction: Soft-lock drawing of super-aligned carbon nanotube bundles for nanometre electrical contacts","","","2025/10/08"
"3 カーボンナノ材料（CNT、カーボンドット等）","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01109-0","Publisher Correction: Soft-lock drawing of super-aligned carbon nanotube bundles for nanometre electrical contacts","","","2025/10/08"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01109-0","Publisher Correction: Soft-lock drawing of super-aligned carbon nanotube bundles for nanometre electrical contacts","","","2025/10/08"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01138-9","Non-invasive confocal microscopy of the immune system","","","2022/07/21"
"14 その他（複合材料・特殊構造体等）","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-022-01138-9","Non-invasive confocal microscopy of the immune system","","","2022/07/21"
"3 構造評価・表面分析・顕微鏡観察","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01138-9","Non-invasive confocal microscopy of the immune system","","","2022/07/21"
"2 デバイス・機能材料の設計・開発・動作・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-022-01166-5","Bringing out the Occam’s razor in peer-review","","","2023/09/03"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-022-01166-5","Bringing out the Occam’s razor in peer-review","","","2023/09/03"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-022-01166-5","Bringing out the Occam’s razor in peer-review","","","2023/09/03"
"2 デバイス・機能材料の設計・開発・動作・応用","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-022-01191-4","Quantum simulator comes in pairs","","","2023/11/03"
"8 メモリ・電子デバイス・半導体素子","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-022-01191-4","Quantum simulator comes in pairs","","","2023/11/03"
"6 シミュレーション・理論・データ駆動型手法","14 理論・モデル・シミュレーション","https://doi.org/10.1038/s41565-022-01191-4","Quantum simulator comes in pairs","","","2023/11/03"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01192-3","A 2D material-based liquid crystal for deep-ultraviolet light modulation","","","2023/04/11"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-022-01192-3","A 2D material-based liquid crystal for deep-ultraviolet light modulation","","","2023/04/11"
"5 電気・電子・磁気・光学的測定","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-022-01192-3","A 2D material-based liquid crystal for deep-ultraviolet light modulation","","","2023/04/11"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-022-01206-0","The racetrack breaks free from the substrate","","","2025/12/18"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01206-0","The racetrack breaks free from the substrate","","","2025/12/18"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-022-01206-0","The racetrack breaks free from the substrate","","","2025/12/18"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-022-01271-5","Stress testing the bulk photovoltaic effect","","","2025/12/27"
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01271-5","Stress testing the bulk photovoltaic effect","","","2025/12/27"
"10 マルチモーダル・複合的解析・統合手法","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01271-5","Stress testing the bulk photovoltaic effect","","","2025/12/27"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-022-01242-w","Scalable optical levitation","","","2024/05/30"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01242-w","Scalable optical levitation","","","2024/05/30"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-022-01242-w","Scalable optical levitation","","","2024/05/30"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01294-y","Spontaneous assembly of hierarchical phases","","","2020/04/24"
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01294-y","Spontaneous assembly of hierarchical phases","","","2020/04/24"
"10 マルチモーダル・複合的解析・統合手法","9 ナノ粒子/ナノ構造・表面/界面・自己組織化","https://doi.org/10.1038/s41565-022-01294-y","Spontaneous assembly of hierarchical phases","","","2020/04/24"
"2 デバイス・機能材料の設計・開発・動作・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01345-y","Author Correction: Molecular bottlebrush prodrugs as mono- and triplex combination therapies for multiple myeloma","","","2023/06/15"
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01345-y","Author Correction: Molecular bottlebrush prodrugs as mono- and triplex combination therapies for multiple myeloma","","","2023/06/15"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01345-y","Author Correction: Molecular bottlebrush prodrugs as mono- and triplex combination therapies for multiple myeloma","","","2023/06/15"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-023-01365-8","Author Correction: Multi-micron crisscross structures grown from DNA-origami slats","","","2023/03/10"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-023-01365-8","Author Correction: Multi-micron crisscross structures grown from DNA-origami slats","","","2023/03/10"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-023-01365-8","Author Correction: Multi-micron crisscross structures grown from DNA-origami slats","","","2023/03/10"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01426-y","Premelting occurs at 2D faults","","","2025/07/25"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01426-y","Premelting occurs at 2D faults","","","2025/07/25"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-023-01426-y","Premelting occurs at 2D faults","","","2025/07/25"
"2 デバイス・機能材料の設計・開発・動作・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-023-01414-2","Voltage enables ferro-rotational domain switching","","","2021/08/31"
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01414-2","Voltage enables ferro-rotational domain switching","","","2021/08/31"
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01414-2","Voltage enables ferro-rotational domain switching","","","2021/08/31"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01427-x","The sum of symmetries is lower than its parts","","","2023/06/06"
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01427-x","The sum of symmetries is lower than its parts","","","2023/06/06"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-023-01427-x","The sum of symmetries is lower than its parts","","","2023/06/06"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-023-01512-1","China Nano is back","","","2022/01/29"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-023-01512-1","China Nano is back","","","2022/01/29"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-023-01512-1","China Nano is back","","","2022/01/29"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01518-9","Sensitive photoresists for high-speed two­-photon lithography","","","2023/01/07"
"5 ポリマー・高分子・有機材料・有機半導体","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01518-9","Sensitive photoresists for high-speed two­-photon lithography","","","2023/01/07"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01518-9","Sensitive photoresists for high-speed two­-photon lithography","","","2023/01/07"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-023-01509-w","Breaking the bottleneck of synthetic cells","","","2023/11/01"
"6 リポソーム・LNP・バイオナノ材料","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-023-01509-w","Breaking the bottleneck of synthetic cells","","","2023/11/01"
"14 マイクロ・ナノ流体・組織・細胞操作手法","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-023-01509-w","Breaking the bottleneck of synthetic cells","","","2023/11/01"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-023-01537-6","Tin instead of lead for stable lasers","","","2022/08/16"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-023-01537-6","Tin instead of lead for stable lasers","","","2022/08/16"
"1 材料合成・薄膜形成","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-023-01537-6","Tin instead of lead for stable lasers","","","2022/08/16"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01559-0","Excitons stabilize above the band gap in bilayer WSe2","","","2020/10/19"
"1 二次元材料・層状材料・グラフェン・TMDs関連","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-023-01559-0","Excitons stabilize above the band gap in bilayer WSe2","","","2020/10/19"
"4 分光・物性評価・組成/化学分析","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-023-01559-0","Excitons stabilize above the band gap in bilayer WSe2","","","2020/10/19"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01555-4","Light routing by nanoscale nonlinear interferometry with attosecond control","","","2023/11/18"
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01555-4","Light routing by nanoscale nonlinear interferometry with attosecond control","","","2023/11/18"
"10 マルチモーダル・複合的解析・統合手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-023-01555-4","Light routing by nanoscale nonlinear interferometry with attosecond control","","","2023/11/18"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01531-y","Intracerebral fate of engineered nanoparticles","","","2023/05/16"
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01531-y","Intracerebral fate of engineered nanoparticles","","","2023/05/16"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01531-y","Intracerebral fate of engineered nanoparticles","","","2023/05/16"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-020-0645-1","Nanotechnology in a shrimp eye’s view","","","2024/05/19"
"14 その他（複合材料・特殊構造体等）","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0645-1","Nanotechnology in a shrimp eye’s view","","","2024/05/19"
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0645-1","Nanotechnology in a shrimp eye’s view","","","2024/05/19"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-020-0698-1","Publisher Correction: Optomechanical detection of vibration modes of a single bacterium","","","2024/05/20"
"14 その他（複合材料・特殊構造体等）","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0698-1","Publisher Correction: Optomechanical detection of vibration modes of a single bacterium","","","2024/05/20"
"5 電気・電子・磁気・光学的測定","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0698-1","Publisher Correction: Optomechanical detection of vibration modes of a single bacterium","","","2024/05/20"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-0711-8","Electrochemical cell in the brain","","","2021/02/17"
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-020-0711-8","Electrochemical cell in the brain","","","2021/02/17"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0711-8","Electrochemical cell in the brain","","","2021/02/17"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0705-6","Ordering with a twist","","","2020/10/03"
"1 二次元材料・層状材料・グラフェン・TMDs関連","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0705-6","Ordering with a twist","","","2020/10/03"
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0705-6","Ordering with a twist","","","2020/10/03"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-020-0772-8","A self-promoting growth of Na microstructures","","","2025/04/04"
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-0772-8","A self-promoting growth of Na microstructures","","","2025/04/04"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0772-8","A self-promoting growth of Na microstructures","","","2025/04/04"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0721-6","In recognition of aberration-corrected TEM","","","2024/01/25"
"1 二次元材料・層状材料・グラフェン・TMDs関連","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0721-6","In recognition of aberration-corrected TEM","","","2024/01/25"
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0721-6","In recognition of aberration-corrected TEM","","","2024/01/25"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01604-6","Author Correction: Spontaneous broken-symmetry insulator and metals in tetralayer rhombohedral graphene","","","2024/11/16"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01604-6","Author Correction: Spontaneous broken-symmetry insulator and metals in tetralayer rhombohedral graphene","","","2024/11/16"
"5 電気・電子・磁気・光学的測定","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01604-6","Author Correction: Spontaneous broken-symmetry insulator and metals in tetralayer rhombohedral graphene","","","2024/11/16"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01608-2","Ian Manners (1961–2023)","","","2024/10/22"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01608-2","Ian Manners (1961–2023)","","","2024/10/22"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01608-2","Ian Manners (1961–2023)","","","2024/10/22"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-024-01603-7","High-fidelity initialization and control of multiple nuclear spin qubits in silicon","","","2024/08/10"
"8 メモリ・電子デバイス・半導体素子","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01603-7","High-fidelity initialization and control of multiple nuclear spin qubits in silicon","","","2024/08/10"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01603-7","High-fidelity initialization and control of multiple nuclear spin qubits in silicon","","","2024/08/10"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-023-01600-2","Spinning nanomotor with a DNA clutch","","","2024/03/04"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-023-01600-2","Spinning nanomotor with a DNA clutch","","","2024/03/04"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01600-2","Spinning nanomotor with a DNA clutch","","","2024/03/04"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01623-3","Photo-induced chemistry with sub-molecular resolution","","","2021/01/29"
"5 ポリマー・高分子・有機材料・有機半導体","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-024-01623-3","Photo-induced chemistry with sub-molecular resolution","","","2021/01/29"
"3 構造評価・表面分析・顕微鏡観察","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-024-01623-3","Photo-induced chemistry with sub-molecular resolution","","","2021/01/29"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01630-4","Fabrication of mechanochromic gallium nanostructures by capillary interactions","","","2021/10/01"
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-024-01630-4","Fabrication of mechanochromic gallium nanostructures by capillary interactions","","","2021/10/01"
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-024-01630-4","Fabrication of mechanochromic gallium nanostructures by capillary interactions","","","2021/10/01"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01616-2","The potential for academics to inspire the next generation","","","2021/03/03"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01616-2","The potential for academics to inspire the next generation","","","2021/03/03"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01616-2","The potential for academics to inspire the next generation","","","2021/03/03"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01602-8","Author Correction: Ballistic Majorana nanowire devices","","","2022/01/06"
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-024-01602-8","Author Correction: Ballistic Majorana nanowire devices","","","2022/01/06"
