"Source","Target","論文ID","論文タイトル","所属1","所属2"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01828-6","Quantum dots are beginning to lase in the blue","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-024-01828-6","Quantum dots are beginning to lase in the blue","",""
"1 材料合成・薄膜形成","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01828-6","Quantum dots are beginning to lase in the blue","",""
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01844-6","The importance of basic electrochemistry terminology in the era of interdisciplinary battery research","",""
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01844-6","The importance of basic electrochemistry terminology in the era of interdisciplinary battery research","",""
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01844-6","The importance of basic electrochemistry terminology in the era of interdisciplinary battery research","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0637-1","Dirac-point photocurrents due to the photothermoelectric effect in non-uniform graphene devices","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0637-1","Dirac-point photocurrents due to the photothermoelectric effect in non-uniform graphene devices","",""
"5 電気・電子・磁気・光学的測定","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-0637-1","Dirac-point photocurrents due to the photothermoelectric effect in non-uniform graphene devices","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-021-00850-2","Magnetization switching through symmetry","",""
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-021-00850-2","Magnetization switching through symmetry","",""
"6 シミュレーション・理論・データ駆動型手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-021-00850-2","Magnetization switching through symmetry","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-021-00995-0","The rise of nanoagrochemicals","",""
"14 その他（複合材料・特殊構造体等）","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-021-00995-0","The rise of nanoagrochemicals","",""
"13 レビュー・総説・動向分析・社会データ","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-021-00995-0","The rise of nanoagrochemicals","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-021-00992-3","Skyrmion birth at the notch","",""
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-00992-3","Skyrmion birth at the notch","",""
"10 マルチモーダル・複合的解析・統合手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-021-00992-3","Skyrmion birth at the notch","",""
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01024-w","2D materials grow large","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-01024-w","2D materials grow large","",""
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01024-w","2D materials grow large","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-00862-y","Nanoscale engineering for sustainable catalysis","",""
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-00862-y","Nanoscale engineering for sustainable catalysis","",""
"1 材料合成・薄膜形成","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-021-00862-y","Nanoscale engineering for sustainable catalysis","",""
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-01047-3","All the lonely atoms, where do they all belong?","",""
"4 金属・合金・ナノ粒子・触媒材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-021-01047-3","All the lonely atoms, where do they all belong?","",""
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01047-3","All the lonely atoms, where do they all belong?","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01203-3","Merging metasurfaces with microfluidics","",""
"4 金属・合金・ナノ粒子・触媒材料","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-022-01203-3","Merging metasurfaces with microfluidics","",""
"14 マイクロ・ナノ流体・組織・細胞操作手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-022-01203-3","Merging metasurfaces with microfluidics","",""
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-022-01229-7","Nanotexturing enables perovskite/silicon tandem solar cells with 29.8% efficiency","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01229-7","Nanotexturing enables perovskite/silicon tandem solar cells with 29.8% efficiency","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01229-7","Nanotexturing enables perovskite/silicon tandem solar cells with 29.8% efficiency","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-022-01281-3","When ions break the law","",""
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01281-3","When ions break the law","",""
"10 マルチモーダル・複合的解析・統合手法","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01281-3","When ions break the law","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01605-5","Author Correction: Reversible optical data storage below the diffraction limit","",""
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01605-5","Author Correction: Reversible optical data storage below the diffraction limit","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01605-5","Author Correction: Reversible optical data storage below the diffraction limit","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-024-01619-z","Author Correction: Dynamic matrices with DNA-encoded viscoelasticity for cell and organoid culture","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-024-01619-z","Author Correction: Dynamic matrices with DNA-encoded viscoelasticity for cell and organoid culture","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01619-z","Author Correction: Dynamic matrices with DNA-encoded viscoelasticity for cell and organoid culture","",""
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01647-9","Author Correction: 3D nanofabricated soft microrobots with super-compliant picoforce springs as onboard sensors and actuators","",""
"5 ポリマー・高分子・有機材料・有機半導体","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01647-9","Author Correction: 3D nanofabricated soft microrobots with super-compliant picoforce springs as onboard sensors and actuators","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-024-01647-9","Author Correction: 3D nanofabricated soft microrobots with super-compliant picoforce springs as onboard sensors and actuators","",""
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01639-9","Acute, controlled inhalation of thin graphene oxide nanosheets in humans with null cardiorespiratory effects","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01639-9","Acute, controlled inhalation of thin graphene oxide nanosheets in humans with null cardiorespiratory effects","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01639-9","Acute, controlled inhalation of thin graphene oxide nanosheets in humans with null cardiorespiratory effects","",""
"2 デバイス・機能材料の設計・開発・動作・応用","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-024-01659-5","Gentler, nanoscale ion implantation","",""
"8 メモリ・電子デバイス・半導体素子","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01659-5","Gentler, nanoscale ion implantation","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-024-01659-5","Gentler, nanoscale ion implantation","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01661-x","Strain-resilient porous conductors with fewer nanofillers from in situ phase separation","",""
"5 ポリマー・高分子・有機材料・有機半導体","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-024-01661-x","Strain-resilient porous conductors with fewer nanofillers from in situ phase separation","",""
"1 材料合成・薄膜形成","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-024-01661-x","Strain-resilient porous conductors with fewer nanofillers from in situ phase separation","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01688-0","Perovskites light a path forward","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01688-0","Perovskites light a path forward","",""
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01688-0","Perovskites light a path forward","",""
"2 デバイス・機能材料の設計・開発・動作・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01682-6","Lipid nanoparticles target haematopoietic stem cells","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01682-6","Lipid nanoparticles target haematopoietic stem cells","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01682-6","Lipid nanoparticles target haematopoietic stem cells","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01714-1","Hype kills your story","",""
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01714-1","Hype kills your story","",""
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01714-1","Hype kills your story","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-024-01701-6","A magneto-mechanical genetics toolbox for in vivo neuromodulation","",""
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01701-6","A magneto-mechanical genetics toolbox for in vivo neuromodulation","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01701-6","A magneto-mechanical genetics toolbox for in vivo neuromodulation","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01742-x","Exerting pulling forces in fluids by directional disassembly of microcrystalline fibres","",""
"5 ポリマー・高分子・有機材料・有機半導体","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-024-01742-x","Exerting pulling forces in fluids by directional disassembly of microcrystalline fibres","",""
"9 化学反応・触媒・電気化学的評価","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-024-01742-x","Exerting pulling forces in fluids by directional disassembly of microcrystalline fibres","",""
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-024-01739-6","Engineering modular enzymes using DNA origami","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-024-01739-6","Engineering modular enzymes using DNA origami","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-024-01739-6","Engineering modular enzymes using DNA origami","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01778-z","Author Correction: Genome-wide forward genetic screening to identify receptors and proteins mediating nanoparticle uptake and intracellular processing","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01778-z","Author Correction: Genome-wide forward genetic screening to identify receptors and proteins mediating nanoparticle uptake and intracellular processing","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01778-z","Author Correction: Genome-wide forward genetic screening to identify receptors and proteins mediating nanoparticle uptake and intracellular processing","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01745-8","A photo-controlled charge regulator improves cancer theranostics","",""
"4 金属・合金・ナノ粒子・触媒材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-024-01745-8","A photo-controlled charge regulator improves cancer theranostics","",""
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01745-8","A photo-controlled charge regulator improves cancer theranostics","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01750-x","Revisiting hyperbolic materials for deep-subwavelength polaritonics","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-024-01750-x","Revisiting hyperbolic materials for deep-subwavelength polaritonics","",""
"6 シミュレーション・理論・データ駆動型手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-024-01750-x","Revisiting hyperbolic materials for deep-subwavelength polaritonics","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01796-x","Author Correction: A bispecific nanosystem activates endogenous natural killer cells in the bone marrow for haematologic malignancies therapy","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01796-x","Author Correction: A bispecific nanosystem activates endogenous natural killer cells in the bone marrow for haematologic malignancies therapy","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01796-x","Author Correction: A bispecific nanosystem activates endogenous natural killer cells in the bone marrow for haematologic malignancies therapy","",""
"2 デバイス・機能材料の設計・開発・動作・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01782-3","3D printed photonic crystals with a complete bandgap in the visible range","",""
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01782-3","3D printed photonic crystals with a complete bandgap in the visible range","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01782-3","3D printed photonic crystals with a complete bandgap in the visible range","",""
"2 デバイス・機能材料の設計・開発・動作・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01808-w","Silk protein connecting water and nanofabrication","",""
"5 ポリマー・高分子・有機材料・有機半導体","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01808-w","Silk protein connecting water and nanofabrication","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","9 ナノ粒子/ナノ構造・表面/界面・自己組織化","https://doi.org/10.1038/s41565-024-01808-w","Silk protein connecting water and nanofabrication","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0744-z","Excitons in a twisted world","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-0744-z","Excitons in a twisted world","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-0744-z","Excitons in a twisted world","",""
"2 デバイス・機能材料の設計・開発・動作・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-020-0646-0","The importance and challenges of data sharing","",""
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-020-0646-0","The importance and challenges of data sharing","",""
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-020-0646-0","The importance and challenges of data sharing","",""
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-019-0627-3","A fresh look at desalination","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-019-0627-3","A fresh look at desalination","",""
"8 デバイス動作・システムレベル評価・応用","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-019-0627-3","A fresh look at desalination","",""
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-00864-w","Author Correction: Antigen-capturing nanoparticles improve the abscopal effect and cancer immunotherapy","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-021-00864-w","Author Correction: Antigen-capturing nanoparticles improve the abscopal effect and cancer immunotherapy","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-021-00864-w","Author Correction: Antigen-capturing nanoparticles improve the abscopal effect and cancer immunotherapy","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-0676-7","Single-molecule imaging goes high throughput","",""
"6 リポソーム・LNP・バイオナノ材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0676-7","Single-molecule imaging goes high throughput","",""
"3 構造評価・表面分析・顕微鏡観察","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0676-7","Single-molecule imaging goes high throughput","",""
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0681-x","Listening to the sound of a bacterium","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0681-x","Listening to the sound of a bacterium","",""
"5 電気・電子・磁気・光学的測定","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0681-x","Listening to the sound of a bacterium","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0726-1","Freezing and melting skyrmions in 2D","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-0726-1","Freezing and melting skyrmions in 2D","",""
"10 マルチモーダル・複合的解析・統合手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-020-0726-1","Freezing and melting skyrmions in 2D","",""
"2 デバイス・機能材料の設計・開発・動作・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-020-00780-5","Welcome to the single-molecule electret device","",""
"5 ポリマー・高分子・有機材料・有機半導体","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-00780-5","Welcome to the single-molecule electret device","",""
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-00780-5","Welcome to the single-molecule electret device","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-020-00806-y","Publisher Correction: Multifunctional nanocoated membranes for high-rate electrothermal desalination of hypersaline waters","",""
"5 ポリマー・高分子・有機材料・有機半導体","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-020-00806-y","Publisher Correction: Multifunctional nanocoated membranes for high-rate electrothermal desalination of hypersaline waters","",""
"9 化学反応・触媒・電気化学的評価","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-020-00806-y","Publisher Correction: Multifunctional nanocoated membranes for high-rate electrothermal desalination of hypersaline waters","",""
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-00821-z","Author Correction: Layer-controlled single-crystalline graphene film with stacking order via Cu–Si alloy formation","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-020-00821-z","Author Correction: Layer-controlled single-crystalline graphene film with stacking order via Cu–Si alloy formation","",""
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-00821-z","Author Correction: Layer-controlled single-crystalline graphene film with stacking order via Cu–Si alloy formation","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-019-0625-5","Supercool sulfur","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-019-0625-5","Supercool sulfur","",""
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-019-0625-5","Supercool sulfur","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01094-4","Microdrones soar by recoiling light","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-022-01094-4","Microdrones soar by recoiling light","",""
"8 デバイス動作・システムレベル評価・応用","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-022-01094-4","Microdrones soar by recoiling light","",""
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01143-y","24 Hours of Toulouse","",""
"5 ポリマー・高分子・有機材料・有機半導体","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-022-01143-y","24 Hours of Toulouse","",""
"1 材料合成・薄膜形成","13 合成/プロセス/製造/スケーラビリティ等","https://doi.org/10.1038/s41565-022-01143-y","24 Hours of Toulouse","",""
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01132-1","A deep tissue optical sensing","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01132-1","A deep tissue optical sensing","",""
"7 ナノバイオ・医療・生体応用実験・評価","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01132-1","A deep tissue optical sensing","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01171-8","Sub-molecular diagnostics of coherent energy transfer","",""
"5 ポリマー・高分子・有機材料・有機半導体","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-022-01171-8","Sub-molecular diagnostics of coherent energy transfer","",""
"4 分光・物性評価・組成/化学分析","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01171-8","Sub-molecular diagnostics of coherent energy transfer","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01240-y","Light responsive DNA origami detects breast cancer marker","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01240-y","Light responsive DNA origami detects breast cancer marker","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01240-y","Light responsive DNA origami detects breast cancer marker","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01231-z","Human muscle-like actuation realized with graphene–liquid crystalline elastomer composites","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01231-z","Human muscle-like actuation realized with graphene–liquid crystalline elastomer composites","",""
"10 マルチモーダル・複合的解析・統合手法","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-022-01231-z","Human muscle-like actuation realized with graphene–liquid crystalline elastomer composites","",""
